EUR,JPY,GBP,CHF,AUD,NZD,CAD,NOK,SEK,PLN,CZK,HUF,TRY,ILS,ZAR,MXN,BRL,KRW,IDR,SGD
0.916926462,132.8727079,0.598408234,1.501276085,1.540120129,1.807337791,1.43081986,7.457121551,7.741735697,3.412,32.98153034,211,0.25,3.697131026,5.053567819,8.488964346,1.144295686,13.35113485,8.075587499,1.585288523
0.909256228,133.4400854,0.600204069,1.49231458,1.541307028,1.805380032,1.433897333,7.390983001,7.695267411,3.3975,32.99241175,210.59,0.249625562,3.697131026,5.049229992,8.488964346,1.143510577,13.35113485,8.100445525,1.583531275
0.905797101,131.5789474,0.601865784,1.478633742,1.562255898,1.818843216,1.440299582,7.342143906,7.609770946,3.3845,32.35198965,209.12,0.249937516,3.694126339,5.057657293,8.481764207,1.144557628,13.26611833,8.020532563,1.585037248
0.901713255,133.1735251,0.602409639,1.473405039,1.569119724,1.835199119,1.439263097,7.352941176,7.57633154,3.3845,32.48862898,209.07,0.249812641,3.686092373,5.062009618,8.474576271,1.144819691,13.69112815,9.600614439,1.598976655
0.901225667,133.3155579,0.606685676,1.47275405,1.573316551,1.839249586,1.436988073,7.396449704,7.628346937,3.3845,32.56268317,208.59,0.249376559,3.682020693,5.061753391,8.49617672,1.144688645,13.99188471,9.600614439,1.627604167
0.903832249,132.9433661,0.610165355,1.481481481,1.573316551,1.840264998,1.436575205,7.412898443,7.621370322,3.3768,32.56268317,208.59,0.250438267,3.682020693,5.062009618,8.481764207,1.144819691,13.87154945,8.700191404,1.618908855
0.907358679,132.9964091,0.613195977,1.484780995,1.571338781,1.850481125,1.434926101,7.429420505,7.624275694,3.371,32.5203252,209.63,0.251382604,3.664077385,5.06457331,8.467400508,1.145475372,13.89660923,9.250693802,1.621008267
0.906700517,133.9764202,0.61244488,1.480823338,1.578531965,1.863238308,1.434926101,7.429420505,7.624275694,3.3775,32.32062056,209.52,0.251572327,3.670128822,5.073566717,8.503401361,1.145869142,13.89081817,9.300595238,1.63371998
0.908100254,134.1201717,0.613083195,1.480604086,1.585037248,1.871257485,1.444669171,7.462686567,7.666947788,3.3848,32.72251309,210.38,0.252270434,3.664077385,5.083625642,8.517887564,1.146788991,13.98797035,10.5507491,1.66002656
0.908182726,134.6619984,0.612932884,1.4803849,1.587805653,1.862197393,1.446549978,7.462686567,7.708317274,3.4,32.50975293,210.27,0.252270434,3.66703337,5.083108829,8.517887564,1.146920518,14.18037436,11.45081873,1.650437366
0.909918107,134.6619984,0.614741501,1.486767767,1.593625498,1.864975755,1.448435689,7.490636704,7.734550236,3.3965,32.36245955,210.6,0.254000508,3.660054169,5.088540607,8.517887564,1.146788991,14.36162574,10.75037626,1.639881929
0.913993236,134.9163519,0.615649818,1.485442662,1.597444089,1.871257485,1.448435689,7.496251874,7.785736531,3.4133,32.5732899,211.35,0.254452926,3.652034183,5.09709975,8.517887564,1.147052076,14.43626389,12.7000254,1.657550141
0.911493939,136.4070386,0.616522811,1.47972773,1.605909748,1.883239171,1.449275362,7.507507508,7.759757896,3.4258,32.71180896,211.35,0.255232261,3.653101483,5.101260011,8.576329331,1.148369316,14.41961067,12.07583625,1.647989453
0.904077389,136.0729351,0.61218243,1.476886723,1.595914459,1.87722921,1.448225923,7.496251874,7.720815318,3.455,32.48862898,210.27,0.254258835,3.650034675,5.110123154,8.554319932,1.148237456,14.10039481,11.15075825,1.643115347
0.898069151,134.9709812,0.613798183,1.464343242,1.580777743,1.858736059,1.449695564,7.434944238,7.66400981,3.4525,32.20611916,209.46,0.253292806,3.641130207,5.081559022,8.643042351,1.149293185,13.89081817,11.1000111,1.639613051
0.897907875,135.9619307,0.614288347,1.465630954,1.593625498,1.866716446,1.45116819,7.407407407,7.680491551,3.4535,31.95909236,209.81,0.253485425,3.636099193,5.137690095,8.643042351,1.15114539,13.82170007,11.25112511,1.636929121
0.905223138,137.3249107,0.611508592,1.470588235,1.611343861,1.878639865,1.454968718,7.479431563,7.744733581,3.4145,32.2684737,211.27,0.255362615,3.634117091,5.125051251,8.787346221,1.152737752,13.93145723,10.45041279,1.650982334
0.91000091,137.4381528,0.61300803,1.470588235,1.61108426,1.879345988,1.453699666,7.575757576,7.838833582,3.43,32.76539974,211.14,0.255362615,3.638083458,5.149595757,8.826125331,1.151543068,14.120305,10.50089258,1.662510391
0.908430233,138.6770212,0.614590376,1.477104874,1.605651895,1.871257485,1.453911021,7.535795026,7.824726135,3.5025,33.35557038,213.29,0.257069409,3.641130207,5.181615628,8.810572687,1.14955742,14.0016802,11.42595978,1.67196121
0.910580951,138.7925052,0.613120785,1.483019428,1.605136437,1.871958068,1.456876457,7.558578987,7.856693903,3.5125,33.04692664,214.31,0.258264463,3.653101483,5.156233887,8.857395926,1.150086256,14.07063459,11.55001155,1.673080141
0.90950432,138.6962552,0.609867659,1.476450613,1.627604167,1.893939394,1.458151064,7.513148009,7.808229874,3.495,32.88391976,213.83,0.257267816,3.647106021,5.209690023,8.912655971,1.151543068,13.97624039,11.55001155,1.692906721
0.910083728,138.8117712,0.610128127,1.47972773,1.617076326,1.897533207,1.450116009,7.496251874,7.794232268,3.504,33.12355084,214.84,0.257400257,3.643119968,5.136634477,8.912655971,1.151277918,14.02131239,11.7000117,1.683501684
0.904977376,138.6962552,0.610128127,1.474491301,1.638806949,1.908761214,1.45327714,7.451564829,7.745933385,3.512,32.78688525,212.83,0.257599176,3.645111905,5.111690436,8.779631255,1.151543068,13.91014049,11.60092807,1.674480911
0.90098207,138.4849744,0.611321677,1.47080453,1.640419948,1.919754271,1.455180442,7.446016381,7.750135627,3.4715,32.63707572,212.25,0.257731959,3.648037356,5.110645475,8.756567426,1.151277918,13.90047262,11.54601085,1.682935039
0.905387053,139.7624039,0.611845326,1.477978126,1.664447403,1.952362358,1.457513482,7.457121551,7.800920509,3.4425,32.93807642,212.74,0.257997936,3.652034183,5.137690095,8.779631255,1.151941021,13.95089286,11.50086256,1.705902422
0.907935355,140.469167,0.612070021,1.479508803,1.676727029,1.973554371,1.457301078,7.473841555,7.841907152,3.4485,33.16749585,212.53,0.25846472,3.655104353,5.157563567,8.771929825,1.152472053,13.99188471,11.75088132,1.712622024
0.90892565,140.2327864,0.611060189,1.477323091,1.688048616,1.988862371,1.458789205,7.530120482,7.889546351,3.45,32.99241175,213.16,0.259201659,3.655104353,5.168760014,8.818342152,1.153269519,13.95089286,11.95028681,1.707358716
0.917683766,141.5628539,0.613948919,1.48456057,1.702707305,2.011263073,1.465845793,7.593014427,7.966223214,3.442,33.3000333,215.02,0.259942813,3.660054169,5.225206396,8.84173298,1.154201293,13.93145723,13.45170837,1.744896179
0.921489126,144.092219,0.614326084,1.495886313,1.7067759,2.018570852,1.469507715,7.656967841,8.023750301,3.4715,33.70407819,215.78,0.26130128,3.659116689,5.262050095,9.049773756,1.153535587,13.91014049,13.90047262,1.747640685
0.921489126,144.1961067,0.612070021,1.497678598,1.695777514,1.998401279,1.466490688,7.656967841,8.008328662,3.4625,34.34065934,217.46,0.262191924,3.678093276,5.325097183,8.976660682,1.15446779,13.98014819,14.75143827,1.746724891
0.926097425,145.327714,0.611284308,1.50579732,1.700680272,2.016129032,1.474491301,7.686395081,8.087343308,3.505,34.29355281,218.66,0.26371308,3.685005712,5.385609651,9.025270758,1.154734411,14.34102969,14.77541371,1.748863239
0.918273646,143.328078,0.605693519,1.496557917,1.680672269,2.002402883,1.470588235,7.651109411,8.058017728,3.5215,33.8066261,217.4,0.263365815,3.666092312,5.357047196,9.025270758,1.15446779,14.3000143,15.05117399,1.737921446
0.914494742,136.7427868,0.599232982,1.488759863,1.627869119,1.919754271,1.461347362,7.558578987,7.913270555,3.4925,33.38898164,216.8,0.262329486,3.649102321,5.313213963,8.873114463,1.154867768,14.20051122,16.65001665,1.722356183
0.914160344,137.8359752,0.597835834,1.496110114,1.645278052,1.937984496,1.47275405,7.593014427,7.955449483,3.4647,33.25573661,214.83,0.262467192,3.664077385,5.411548244,8.920606601,1.155535013,13.92175971,14.50116009,1.659475606
0.910663874,135.8326542,0.59705057,1.494991778,1.627604167,1.900057002,1.471453796,7.57002271,7.93398921,3.448,33.51206434,216.42,0.262743037,3.661126162,5.460303593,8.880994671,1.155802127,13.93145723,14.85001485,1.606941989
0.916422287,137.9500621,0.59715753,1.496781919,1.64095832,1.944012442,1.471670346,7.57002271,7.939028263,3.46,33.20053121,217.37,0.263921879,3.661126162,5.517850246,8.896797153,1.155001155,13.94116827,14.65201465,1.652619402
0.919963201,139.256371,0.600060006,1.504890895,1.649620587,1.963093836,1.470588235,7.598784195,7.920792079,3.4835,32.93807642,216.48,0.263643554,3.646042221,5.480352935,8.920606601,1.155134573,13.83125864,14.80165779,1.650982334
0.919963201,141.0437236,0.599340725,1.508068165,1.654259719,1.944390434,1.469939732,7.604562738,7.910766553,3.467,32.97065612,216.65,0.264200793,3.655104353,5.44010445,8.928571429,1.155535013,13.80071764,15.00150015,1.661129568
0.917094644,142.1868335,0.597907324,1.5167602,1.645278052,1.941747573,1.466060695,7.604562738,7.888301649,3.472,32.82994091,217.17,0.264061262,3.66703337,5.610412926,8.952551477,1.155668554,13.71177842,14.95215311,1.675041876
0.924299843,142.2070535,0.601648517,1.526018617,1.649892757,1.974333662,1.469291801,7.674597084,7.976389886,3.4698,33.10162198,217.88,0.264070327,3.66703337,5.94530321,8.928571429,1.15593573,13.86577926,14.95215311,1.68861871
0.926011668,141.8640942,0.600312162,1.523461304,1.644466371,1.972386588,1.47080453,7.674597084,7.978299027,3.515,33.42245989,218.84,0.266169816,3.659116689,5.880277549,9.017132552,1.156203029,13.83125864,15.25087693,1.717032967
0.921574048,138.7732445,0.599556328,1.520218912,1.610824742,1.923076923,1.466920933,7.662835249,7.992327366,3.5218,32.88391976,219.29,0.266382525,3.661126162,5.965519298,8.960573477,1.156470452,13.73060552,14.95215311,1.694628029
0.928591327,137.9120121,0.602409639,1.527883881,1.612123166,1.925298421,1.462202076,7.72797527,8.058667096,3.4945,32.94892916,219.22,0.267022697,3.661126162,6.019744763,8.936550492,1.156737999,13.70050692,14.80165779,1.692620176
0.930405657,140.8252359,0.60284543,1.532097441,1.625223468,1.944012442,1.467782181,7.763975155,8.089960359,3.487,32.65839321,219.81,0.268024658,3.66703337,6.3500127,8.968609865,1.156737999,13.66120219,14.75143827,1.704448611
0.928677563,139.3922498,0.607459604,1.530456076,1.618122977,1.935359009,1.467997651,7.776049767,8.095199547,3.4888,32.5732899,219.81,0.268030405,3.66703337,6.35970491,8.936550492,1.157139551,13.57036233,14.65201465,1.70212766
0.923616884,140.1345291,0.610388818,1.522765342,1.622849724,1.94024059,1.472537182,7.692307692,8.083420904,3.479,32.42542153,219.4,0.267594327,3.663003663,6.465377901,8.912655971,1.157943492,13.45170837,14.65201465,1.712622024
0.925497455,138.6577926,0.610575162,1.527883881,1.608492842,1.912411551,1.471453796,7.716049383,8.077544426,3.4755,32.8407225,219.1,0.268312316,3.660054169,6.1447708,8.928571429,1.158345882,13.44086022,14.80165779,1.694053871
0.928591327,139.3922498,0.610575162,1.528584531,1.618122977,1.93236715,1.471670346,7.733952049,8.066467694,3.4935,32.5203252,219.1,0.268340395,3.660054169,6.115459883,8.920606601,1.159151501,13.33155579,15.20218912,1.705029838
0.93405567,141.1034288,0.612820199,1.541544628,1.632653061,1.948937829,1.474491301,7.763975155,8.118860112,3.4875,32.63707572,220.69,0.269541779,3.663003663,6.280223576,8.992805755,1.161440186,13.08557969,15.45117429,1.718803713
0.928763815,141.382723,0.61218243,1.537751807,1.626280696,1.94024059,1.4781966,7.698229407,8.061265619,3.495,32.62642741,220.19,0.269034167,3.661126162,6.36496722,8.968609865,1.160766106,13.1302521,15.30221882,1.728011059
0.921234454,141.1233418,0.609458801,1.518141794,1.620482904,1.929012346,1.479289941,7.651109411,8.033419023,3.4765,32.24766204,219.07,0.269323997,3.663003663,6.145526057,8.968609865,1.161440186,13.12163758,15.35155051,1.719099192
0.918864284,139.9972001,0.61173304,1.519756839,1.604106513,1.910949742,1.481481481,7.662835249,8.050233457,3.46,32.12335368,217.7,0.269034167,3.656039778,6.00528465,8.84173298,1.163061177,12.88161793,14.65201465,1.690617075
0.921319329,140.5481377,0.611508592,1.510345869,1.604106513,1.913875598,1.488095238,7.62195122,8.010253124,3.4525,32.06155819,217.9,0.269323997,3.653101483,6.105378839,8.849557522,1.161035644,12.82051282,14.65201465,1.694628029
0.915331808,140.0756408,0.609570253,1.502403846,1.586546089,1.896094046,1.488095238,7.547169811,7.933359778,3.4555,31.79650238,217.15,0.268744961,3.643119968,6.2000124,8.826125331,1.161710037,12.83038235,13.75137514,1.686625063
0.913158616,139.6258028,0.608642727,1.502855425,1.589319771,1.895734597,1.488316714,7.507507508,7.905763301,3.466,31.59557662,217.22,0.268384326,3.647106021,6.355662896,8.810572687,1.161440186,12.83038235,13.25029813,1.709401709
0.908512765,139.0047262,0.606906597,1.50579732,1.586797842,1.896453632,1.488538255,7.524454477,7.898270279,3.4453,31.37747098,216,0.268744961,3.645111905,6.205398697,8.787346221,1.160362033,12.8915818,14.05086413,1.700102006
0.913158616,140.291807,0.608161528,1.510574018,1.596678908,1.905124786,1.490979574,7.552870091,7.959248647,3.417,31.14294612,215.99,0.268961807,3.659116689,6.340349987,8.849557522,1.160631383,12.91155584,13.87539892,1.702417433
0.914829384,141.1631846,0.608272506,1.510802236,1.606425703,1.917545542,1.496110114,7.558578987,7.94849376,3.429,31.27932437,216.8,0.269469146,3.651100807,6.230141424,8.873114463,1.160496693,12.90156109,14.10039481,1.70998632
0.915834783,141.2828483,0.60558348,1.504438092,1.608234159,1.92159877,1.495886313,7.54147813,7.938398031,3.455,31.34796238,216.94,0.270343336,3.659116689,6.24024961,8.912655971,1.164144354,12.73560876,14.07657658,1.712915382
0.908677874,141.6831964,0.602772755,1.497230124,1.625487646,1.930874686,1.499250375,7.535795026,7.893282816,3.4475,31.47623544,216.53,0.269469146,3.651100807,6.185056903,8.833922261,1.16509379,12.4501992,14.35132032,1.714383679
0.910498042,142.4907381,0.603682463,1.504211793,1.641227638,1.953506544,1.503307276,7.56429652,7.916402787,3.4435,31.33813851,214.77,0.270343336,3.637024914,6.255082254,8.873114463,1.165637021,12.57071025,13.85041551,1.722356183
0.906864968,141.1432604,0.607312037,1.488759863,1.627869119,1.93723363,1.501050736,7.507507508,7.862253322,3.419,31.11387679,214.9,0.270709258,3.630027588,6.255473539,8.912655971,1.165908826,12.300123,13.67053999,1.712622024
0.905961225,142.3690205,0.608790941,1.484119917,1.628664495,1.941747573,1.506250941,7.530120482,7.918283316,3.439,31.02699348,215.13,0.269832704,3.654436486,6.174745292,8.912655971,1.162790698,12.21896383,13.22576379,1.71203561
0.906700517,143.6988073,0.611097531,1.491869312,1.640689089,1.946661476,1.503985562,7.56429652,7.96114959,3.4275,30.6372549,213.89,0.268024658,3.628052099,6.137981832,8.920606601,1.161980014,12.34110823,13.02592158,1.711449598
0.908760451,144.6340758,0.612519907,1.49142431,1.651254954,1.958480219,1.513317191,7.54147813,7.935248373,3.437,30.81664099,216.11,0.270343336,3.640069889,6.125574273,8.936550492,1.163061177,12.300123,13.30140995,1.727115717
0.911577028,145.4968718,0.614363826,1.499925004,1.660302175,1.967342121,1.515840534,7.610350076,8.011536613,3.422,30.61849357,215.42,0.271665308,3.623057136,6.139112284,8.944543828,1.163873371,12.10067764,13.15097317,1.733402669
0.910995718,144.8645516,0.610575162,1.496781919,1.648804617,1.947040498,1.516070346,7.54147813,7.940289027,3.432,30.97893432,216.6,0.271517784,3.641527985,6.175507936,9.00090009,1.165501166,12.40079365,12.85016705,1.725625539
0.905223138,143.9677512,0.611134877,1.490090896,1.642845408,1.936483346,1.51998784,7.558578987,7.96812749,3.407,30.66544005,214.5,0.269034167,3.625027188,6.15536132,9.017132552,1.16713352,12.63104711,12.72588445,1.72294969
0.903505602,144.3418014,0.612107486,1.493205913,1.653712585,1.947798987,1.529519731,7.575757576,7.997440819,3.402,30.35822708,214.33,0.269034167,3.660054169,6.2000124,8.968609865,1.167815018,12.75022313,12.6758778,1.733102253
0.905469033,146.1988304,0.613195977,1.495886313,1.66583375,1.95809673,1.520450053,7.598784195,8.050233457,3.423,30.94059406,216.88,0.272479564,3.654035883,6.228201295,9.066183137,1.167951413,13.26084074,13.40123291,1.752234098
0.909008272,146.3057791,0.612070021,1.496557917,1.672520488,1.97745699,1.518602885,7.598784195,8.103071064,3.4415,31.06554831,218.04,0.272776869,3.679311233,6.285355123,9.124087591,1.168633867,13.38150676,12.80081925,1.75192712
0.909918107,147.2320377,0.61338404,1.489425082,1.682935039,1.992428771,1.522070015,7.62195122,8.157937673,3.4905,32.06155819,220.77,0.273822563,3.685277317,6.365372374,9.191176471,1.168633867,13.39046599,13.00052002,1.759943682
0.906618314,146.1560947,0.614703713,1.488095238,1.683501684,1.992031873,1.520218912,7.627765065,8.173941475,3.482,31.86743149,219.63,0.272479564,3.680123652,6.380399413,9.276437848,1.169590643,13.31026221,12.85016705,1.745505324
0.911493939,144.9695564,0.615649818,1.488095238,1.676727029,1.986491855,1.519756839,7.593014427,8.119519324,3.463,32.12335368,220.51,0.272702482,3.657109421,6.241807627,9.191176471,1.171234481,13.32622601,13.15097317,1.752541185
0.917767988,146.3271876,0.618123377,1.508295626,1.683785149,1.982946659,1.517220452,7.668711656,8.187996397,3.554,32.82994091,220.78,0.273897562,3.693444137,6.298022421,9.216589862,1.171234481,13.25029813,13.05142261,1.755001755
0.916254352,146.0706982,0.619156709,1.506024096,1.690617075,1.994415636,1.527417138,7.668711656,8.179290038,3.499,32.58390355,221.87,0.274122807,3.679040506,6.218132073,9.259259259,1.172470395,13.33155579,12.90156109,1.76056338
0.918273646,144.9065353,0.61850569,1.509889778,1.675603217,1.982553529,1.528584531,7.716049383,8.204118467,3.51,32.79763857,223,0.276014353,3.685005712,6.260172781,9.208103131,1.173433466,13.19087192,12.40079365,1.768659356
0.919793966,143.8228103,0.616256856,1.505570611,1.693480102,2.002002002,1.533507131,7.716049383,8.167265599,3.61,32.80839895,224.5,0.276472215,3.691807878,6.315523557,9.191176471,1.17370892,13.05142261,11.57541382,1.755926251
0.919202133,142.8979708,0.613459297,1.505570611,1.702417433,2.013287699,1.52975371,7.73993808,8.16393175,3.695,33.11258278,223.9,0.276472215,3.712090278,6.335128286,9.407337723,1.173295788,13.00052002,11.7000117,1.747640685
0.918357976,144.6340758,0.610687023,1.502629602,1.717327838,2.030869212,1.544640099,7.710100231,8.165264963,3.795,33.45600535,224.19,0.278241514,3.708373507,6.365372374,9.68054211,1.174950065,13.00052002,11.75088132,1.768346596
0.91759956,143.6988073,0.609495947,1.50060024,1.720578114,2.028397566,1.548467018,7.788161994,8.233841087,3.65,32.90556104,224.8,0.278009452,3.721068691,6.24024961,9.68054211,1.174674028,13.06165099,11.50086256,1.766784452
0.919202133,144.1129846,0.609458801,1.502403846,1.731601732,2.028397566,1.549907006,7.8125,8.262414277,3.677,33.00330033,225.1,0.278164117,3.725921234,6.280223576,9.68054211,1.174260216,13.0701869,10.8754758,1.769285209
0.923361034,144.1337561,0.610388818,1.504890895,1.766160367,2.04415372,1.56470036,8.032128514,8.34028357,3.785,33.57958361,226.5,0.279017857,3.728004772,6.390184676,9.784735812,1.17260788,13.08044474,11.15075825,1.774622893
0.923787529,141.9446416,0.606244316,1.481920569,1.798561151,2.049180328,1.579778831,8.230452675,8.313242996,3.8,33.4001336,227.3,0.280033604,3.781004235,6.67022412,9.920634921,1.174674028,13.20132013,11.25112511,1.763046544
0.907358679,141.7434444,0.595025586,1.440507058,1.765225066,2.028397566,1.562011871,7.892659826,8.028904055,3.7775,33.06878307,226.7,0.280033604,3.862047658,6.490556241,10,1.17605551,13.36005344,10.88850174,1.776514479
0.894214433,136.7053999,0.597086219,1.443418014,1.725327812,1.982553529,1.549907006,7.733952049,7.975117633,3.685,31.89792663,222.92,0.276090558,3.828044252,6.257822278,9.99000999,1.17674747,13.5501355,10.77586207,1.734906315
0.894774517,137.8549766,0.599017611,1.441545337,1.71203561,1.99044586,1.540120129,7.745933385,7.951021706,3.685,31.14294612,223.56,0.276625173,3.794058504,6.24024961,9.950248756,1.177024482,13.40123291,10.80030241,1.746419839
0.881523272,134.3002955,0.596623113,1.418037436,1.70794193,1.982553529,1.53609831,7.698229407,7.880220646,3.68,30.97893432,223.56,0.276650427,3.794058504,6.225487144,10.12145749,1.177440245,13.31026221,10.85069444,1.755001755
0.886367665,133.5113485,0.597871577,1.422677479,1.70386778,1.973164957,1.520450053,7.704160247,7.929585283,3.684,30.75976623,223.14,0.276014353,3.838034926,6.220065933,10.22494888,1.178133836,13.20655045,11.05094486,1.747335314
0.883158174,132.1003963,0.603682463,1.417032733,1.693480102,1.955798944,1.517911354,7.72797527,7.964319847,3.5983,30.4136253,222.01,0.27593819,3.851041707,6.225487144,10.20408163,1.17674747,13.57036233,11.45081873,1.725625539
0.880979649,136.2769147,0.599053495,1.410437236,1.702417433,1.970055162,1.522533496,7.698229407,7.968762451,3.6075,30.56234719,221.78,0.275178866,3.839066339,6.23519142,10.31991744,1.179106237,13.62026696,12.00048002,1.73852573
0.864677907,134.5713901,0.59178601,1.385809313,1.675884029,1.936483346,1.518833536,7.547169811,7.920792079,3.5775,30.10234798,220.03,0.274047684,3.840098307,6.280223576,10.54852321,1.179384361,13.68176221,12.05109665,1.727414061
0.862217624,130.9414692,0.597800096,1.391207568,1.671402307,1.927525058,1.513775356,7.552870091,7.865345289,3.64,30.25718608,218.96,0.273672687,3.852080123,6.268020559,10.60445387,1.179245283,13.66680333,11.85114956,1.716443529
0.87009484,132.0480655,0.595379852,1.399384271,1.676727029,1.934235977,1.503985562,7.558578987,7.858546169,3.586,30.55300947,218.96,0.273640486,3.852080123,6.223162611,10.48218029,1.180358829,13.89081817,11.85114956,1.731601732
